source_id,relative_path,role,device,image_size,keywords,expected_mb,download_shard
r07f99a1at,r07f99a1at.NEF,development_fit,Nikon D90,L (4288 x 2848),objects; outdoor,10.6,3
r07ffdc87t,r07ffdc87t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,19.6,5
r08079988t,r08079988t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.0,10
r0809811bt,r0809811bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,0
r081ad6a3t,r081ad6a3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.9,14
r082626aft,r082626aft.NEF,development_calibration,Nikon D90,L (4288 x 2848),objects; outdoor,10.5,7
r08276bf9t,r08276bf9t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,18.5,7
r08307e1at,r08307e1at.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.6,17
r0833f646t,r0833f646t.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor; objects,10.2,13
r083b7636t,r083b7636t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor; people,22.2,15
r083ca67ct,r083ca67ct.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor; people,20.5,10
r08414c5at,r08414c5at.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.9,3
r084889d5t,r084889d5t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,11
r084a4ccet,r084a4ccet.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects,10.5,0
r085a5f53t,r085a5f53t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.5,6
r085bdbe2t,r085bdbe2t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects; people,10.4,10
r08788547t,r08788547t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,19.6,2
r087a13a6t,r087a13a6t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,9
r08873591t,r08873591t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,17.2,7
r088dcebft,r088dcebft.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,15
r0897d8aat,r0897d8aat.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.2,19
r08996953t,r08996953t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.3,11
r089cae91t,r089cae91t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.5,2
r08abaa78t,r08abaa78t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.6,17
r08ac875ct,r08ac875ct.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.1,19
r08b04f65t,r08b04f65t.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,19.9,14
r08b05c94t,r08b05c94t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,1
r08b12799t,r08b12799t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.9,16
r08b41f18t,r08b41f18t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.7,8
r08c76321t,r08c76321t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,9.97,3
r08cbbab9t,r08cbbab9t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.0,18
r08d2b4dat,r08d2b4dat.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.7,11
r08d9a0cet,r08d9a0cet.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.4,0
r08df6903t,r08df6903t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,11
r08f2d4c6t,r08f2d4c6t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; objects; outdoor; people,20.8,8
r0905697bt,r0905697bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.1,15
r09245347t,r09245347t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor; buildings,10.7,8
r092b4511t,r092b4511t.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor,10.6,15
r0941aa38t,r0941aa38t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.8,8
r09445479t,r09445479t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,22.6,16
r09488b39t,r09488b39t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,4
r094ced7bt,r094ced7bt.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,21.9,8
r094cf3c6t,r094cf3c6t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,22.0,2
r09579ff2t,r09579ff2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.1,8
r0965e155t,r0965e155t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.7,7
r09670876t,r09670876t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,22.1,15
r09696ba3t,r09696ba3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,3
r096982ddt,r096982ddt.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.0,8
r097088c1t,r097088c1t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.6,13
r097555c4t,r097555c4t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.9,14
r097d3563t,r097d3563t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,21.2,18
r09851aa4t,r09851aa4t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.5,3
r098a8a22t,r098a8a22t.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor,10.8,18
r098cf7aet,r098cf7aet.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,0
r09a60f63t,r09a60f63t.NEF,development_fit,Nikon D90,L (4288 x 2848),objects; outdoor,10.5,12
r09a79474t,r09a79474t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,22.3,3
r09a992e9t,r09a992e9t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,16.9,10
r09b86185t,r09b86185t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,11.0,11
r09c15af7t,r09c15af7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,0
r09c8e042t,r09c8e042t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.1,10
r09d50960t,r09d50960t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,10
r09d5cb41t,r09d5cb41t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.0,15
r09d7cd4et,r09d7cd4et.NEF,development_calibration,Nikon D7000,L (4928 x 3264),objects; outdoor,22.4,16
r09dc6407t,r09dc6407t.NEF,external_pilot,Nikon D90,L (4288 x 2848),Indoor; objects,10.0,17
r09efa609t,r09efa609t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,8
r09f764ect,r09f764ect.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.2,15
r09ff1dcet,r09ff1dcet.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,18.6,13
r0a0852c6t,r0a0852c6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.2,13
r0a10fe29t,r0a10fe29t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor,20.0,15
r0a18e454t,r0a18e454t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.9,8
r0a19cb85t,r0a19cb85t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor; people,19.5,18
r0a2e85f0t,r0a2e85f0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.2,12
r0a2ff882t,r0a2ff882t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),objects; outdoor,21.6,5
r0a31a2cct,r0a31a2cct.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.9,4
r0a3c52a0t,r0a3c52a0t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,20.0,19
r0a42c0f6t,r0a42c0f6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,18.9,14
r0a4ce555t,r0a4ce555t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor,10.9,1
r0a54ed98t,r0a54ed98t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,20.3,1
r0a5d7cb6t,r0a5d7cb6t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.6,9
r0a64ce0bt,r0a64ce0bt.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.4,12
r0a71c689t,r0a71c689t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,5
r0a72568ct,r0a72568ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.2,5
r0a776764t,r0a776764t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.8,3
r0a779af2t,r0a779af2t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,5
r0a808003t,r0a808003t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.3,14
r0a8b59bbt,r0a8b59bbt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.3,4
r0a8e5f8at,r0a8e5f8at.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,20.4,2
r0a9384b1t,r0a9384b1t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.6,13
r0a94587ft,r0a94587ft.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.8,15
r0a966704t,r0a966704t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; outdoor,11.3,10
r0aaa70c3t,r0aaa70c3t.NEF,external_pilot,Nikon D40,L (3008 x 2000),buildings; landscape; outdoor,5.58,17
r0ab0a205t,r0ab0a205t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.7,13
r0ab7202ft,r0ab7202ft.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,21.7,19
r0ab86ea2t,r0ab86ea2t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.6,15
r0ac70243t,r0ac70243t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.7,15
r0adac68bt,r0adac68bt.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; nature,19.9,6
r0ae68527t,r0ae68527t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,9.76,16
r0af5a8cct,r0af5a8cct.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,19.6,11
r0b03e77at,r0b03e77at.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.7,5
r0b07b945t,r0b07b945t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,9
r0b0cd69et,r0b0cd69et.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,18.5,16
r0b0e2ba5t,r0b0e2ba5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.5,13
r0b13d2a2t,r0b13d2a2t.NEF,external_pilot,Nikon D90,L (4288 x 2848),outdoor,10.8,14
r0b17fd57t,r0b17fd57t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,7
r0b1f92a9t,r0b1f92a9t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,10.9,15
r0b3220e1t,r0b3220e1t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor; people,11.0,1
r0b3979d0t,r0b3979d0t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,21.3,6
r0b42926ct,r0b42926ct.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.8,4
r0b4d8af5t,r0b4d8af5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.3,16
r0b50b69ct,r0b50b69ct.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,7
r0b591bc3t,r0b591bc3t.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.7,19
r0b59fc2bt,r0b59fc2bt.NEF,external_pilot,Nikon D90,L (4288 x 2848),objects; outdoor,11.0,6
r0b5a3035t,r0b5a3035t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,22.8,17
r0b5b85d0t,r0b5b85d0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,18.4,2
r0b61ed37t,r0b61ed37t.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,19.9,14
r0b665b37t,r0b665b37t.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor,10.4,10
r0b6e4254t,r0b6e4254t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),objects; outdoor,18.7,5
r0b735401t,r0b735401t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.8,16
r0b755540t,r0b755540t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,21.1,10
r0b76b82ft,r0b76b82ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.1,14
r0b7b1156t,r0b7b1156t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.6,4
r0b82ae9bt,r0b82ae9bt.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,10.4,2
r0b841e5at,r0b841e5at.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,19.0,19
r0b985828t,r0b985828t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,11.0,18
r0b99ac3ct,r0b99ac3ct.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor; objects,10.6,4
r0ba4c4c0t,r0ba4c4c0t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,21.6,7
r0bbbb097t,r0bbbb097t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; landscape; outdoor,10.0,1
r0bbd0b0et,r0bbd0b0et.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,24.5,7
r0bc0e549t,r0bc0e549t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,20.6,10
r0bc1a779t,r0bc1a779t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor; buildings,18.4,9
r0bc7d0eet,r0bc7d0eet.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor; buildings; people,11.2,7
r0bc87c20t,r0bc87c20t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.8,2
r0bdc7894t,r0bdc7894t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,17.6,14
r0bf1bbect,r0bf1bbect.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; buildings,17.9,8
r0bf7f938t,r0bf7f938t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.3,18
r0c03e364t,r0c03e364t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.4,0
r0c0d0adct,r0c0d0adct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,11
r0c1de5e1t,r0c1de5e1t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,18
r0c1f588dt,r0c1f588dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.5,17
r0c2fb2a1t,r0c2fb2a1t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,9.99,8
r0c32591dt,r0c32591dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.9,18
r0c3a8ea0t,r0c3a8ea0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.6,1
r0c486c0at,r0c486c0at.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,20.8,2
r0c5e9567t,r0c5e9567t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,18.5,5
r0c6cf00bt,r0c6cf00bt.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,19.8,3
r0c764979t,r0c764979t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,21.9,6
r0c795771t,r0c795771t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,10.4,3
r0c7fcc38t,r0c7fcc38t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.2,4
r0c8f3ce5t,r0c8f3ce5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.6,9
r0c925d34t,r0c925d34t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,22.1,14
r0c9910e4t,r0c9910e4t.NEF,development_fit,Nikon D90,L (4288 x 2848),objects; outdoor,8.68,12
r0c9e4ff8t,r0c9e4ff8t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.2,13
r0cbdc6f8t,r0cbdc6f8t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.0,4
r0cc5a33ct,r0cc5a33ct.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,11.0,14
r0cd4ffb0t,r0cd4ffb0t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),outdoor,19.5,13
r0cde6159t,r0cde6159t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,3
r0ce35df8t,r0ce35df8t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,19.4,6
r0cea5432t,r0cea5432t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,17.8,12
r0cfedd72t,r0cfedd72t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,20.6,8
r0d0ff43at,r0d0ff43at.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,17.1,3
r0d0ff4c2t,r0d0ff4c2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.4,10
r0d1dd61ft,r0d1dd61ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.6,11
r0d203f37t,r0d203f37t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.5,19
r0d280006t,r0d280006t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.2,19
r0d56c1d7t,r0d56c1d7t.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor,12.3,18
r0d61db4ct,r0d61db4ct.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.4,19
r0d796d4ft,r0d796d4ft.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor,10.7,9
r0d89edd8t,r0d89edd8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,17.9,5
r0d8d62edt,r0d8d62edt.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,17.7,8
r0db011b4t,r0db011b4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,1
r0db31c3ft,r0db31c3ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.9,2
r0db6cc31t,r0db6cc31t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,21.2,15
r0dd60980t,r0dd60980t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor; objects,10.5,15
r0dd6e8f4t,r0dd6e8f4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.9,6
r0dd7b354t,r0dd7b354t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,11.3,4
r0de97473t,r0de97473t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,19.9,2
r0deb6dadt,r0deb6dadt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.4,14
r0dff226et,r0dff226et.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor,23.8,14
r0e04cc91t,r0e04cc91t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.8,4
r0e1a6e2ft,r0e1a6e2ft.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.7,0
r0e35d1fct,r0e35d1fct.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.0,15
r0e593c46t,r0e593c46t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor; people,20.0,16
r0e5b5159t,r0e5b5159t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,19.3,2
r0e5dfc8et,r0e5dfc8et.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,23.0,5
r0e63ca9ft,r0e63ca9ft.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; objects,18.8,7
r0e63dd12t,r0e63dd12t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.5,4
r0e661e0dt,r0e661e0dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,19.5,2
r0e7b407bt,r0e7b407bt.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor,10.6,7
r0e965ba7t,r0e965ba7t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,20.6,1
r0e9b0485t,r0e9b0485t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.5,15
r0ea0825ft,r0ea0825ft.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor,9.94,11
r0eab8214t,r0eab8214t.NEF,development_fit,Nikon D90,L (4288 x 2848),objects; outdoor,10.0,0
r0eb07be3t,r0eb07be3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,17.9,13
r0eb7ee5ct,r0eb7ee5ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.7,12
r0eb8dfb5t,r0eb8dfb5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.9,1
r0eb9e900t,r0eb9e900t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.7,12
r0eba1984t,r0eba1984t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.6,17
r0ebb0bb4t,r0ebb0bb4t.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor; objects,20.6,4
r0ebb5ca2t,r0ebb5ca2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,18.5,8
r0ebdd2d2t,r0ebdd2d2t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor,10.9,3
r0ed019a4t,r0ed019a4t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor; people,19.8,6
r0ed16e26t,r0ed16e26t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.2,6
r0ed844b5t,r0ed844b5t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.3,6
r0edb165ft,r0edb165ft.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.7,16
r0eea5a7et,r0eea5a7et.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,8
r0eedd456t,r0eedd456t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.0,13
r0f137652t,r0f137652t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,2
r0f1a3f00t,r0f1a3f00t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor; people,10.4,16
r0f1aef1ft,r0f1aef1ft.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.1,16
r0f22c43ct,r0f22c43ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,17.7,12
r0f24ca4dt,r0f24ca4dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor; people,21.5,10
r0f25b326t,r0f25b326t.NEF,independent_test,Nikon D90,L (4288 x 2848),landscape; outdoor,11.5,11
r0f2c63d2t,r0f2c63d2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.0,5
r0f2e6baft,r0f2e6baft.NEF,development_calibration,Nikon D90,L (4288 x 2848),objects; outdoor; people,10.0,2
r0f3569c0t,r0f3569c0t.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor,10.4,7
r0f36ba1bt,r0f36ba1bt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; objects; outdoor,20.5,5
r0f38373ct,r0f38373ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.0,13
r0f3f14cbt,r0f3f14cbt.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,18.7,9
r0f4ece9bt,r0f4ece9bt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,20.9,9
r0f5475b5t,r0f5475b5t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),objects; outdoor,20.5,12
r0f5beb66t,r0f5beb66t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,18.7,10
r0f6250d2t,r0f6250d2t.NEF,independent_test,Nikon D7000,L (4928 x 3264),objects; outdoor,19.9,5
r0f6d3b31t,r0f6d3b31t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.0,11
r0f71782et,r0f71782et.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.3,9
r0f86049ct,r0f86049ct.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,21.0,9
r0f8a1531t,r0f8a1531t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),Indoor,19.1,15
r0f8e5907t,r0f8e5907t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor,10.5,6
r0f91360ct,r0f91360ct.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,10.1,15
r0f91c753t,r0f91c753t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.5,0
r0f979863t,r0f979863t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.24,5
r0f98115dt,r0f98115dt.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.5,3
r0fa077bet,r0fa077bet.NEF,development_calibration,Nikon D90,L (4288 x 2848),outdoor,9.8,0
r0fa22d02t,r0fa22d02t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.5,0
r0fae3dbdt,r0fae3dbdt.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.1,9
r0faffef3t,r0faffef3t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.3,2
r0fb0a690t,r0fb0a690t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),outdoor; people,21.2,17
r0fbb5bc1t,r0fbb5bc1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.1,4
