observation_id,source_id,chain_id,partition,compact_byte_count,compact_sha256,shard_index
0831_j75_b12_n2,0831,j75_b12_n2,fit,4079592,a3b8fb28af14a6c9175e1d9b64aee1ddedbdc22a8713eddead712dc07ebb8e76,3
0831_j75_b16_n2,0831,j75_b16_n2,fit,4048933,48064a410a0e7d21fd86eaa46b263de6eb43a4b4097a769b07b513231ccce1d7,3
0831_j75_b16_n5,0831,j75_b16_n5,fit,4246810,534b244dd1005e2eb7eed3fcdbe625e1d8635e238940d9f80d729546470789b8,3
0831_j75_b20_n2,0831,j75_b20_n2,fit,4026627,bd72b1d770ddcf5c9a1cbcc32436e15465a1cdbb516456d22bf306bf0ebf0f1f,3
0831_j90_b16_n2,0831,j90_b16_n2,fit,4143345,dd882c6e8542b93447b78a6536f009c6bb81bb406f71d359f4e865496554ea25,3
0831_q8_b16_n2,0831,q8_b16_n2,fit,4345113,ce7af337eb7554180499fe347710cdb30400454e31f17fd3131354c8db4d2527,3
0832_j50_b16_n2,0832,j50_b16_n2,fit,4103013,c3d996a59efe76041cfc8f76d37c8c40c70a2df001a5e82e5195b419e379f488,3
0832_j75_b12_n2,0832,j75_b12_n2,fit,4205980,1d9778a1c8ae20130e35dd27851b7d17ea922a6a6cabc88a331e3cfdd40945c7,3
0832_j75_b16_n2,0832,j75_b16_n2,fit,4185145,6dd66782ccb9985f3f8dae8a3459731c632a7004684331cae3ffbccb014132ec,3
0832_j75_b16_n5,0832,j75_b16_n5,fit,4384381,c65ec33dbda70906e62ae7fcd9dbd31543553e0c7755017172c465ad6fc310fd,3
0832_j75_b20_n2,0832,j75_b20_n2,fit,4168149,e0ba9ed1c9e1d121657235db7642edd946c23b5677053c7138139c6e004979ea,3
0832_j90_b16_n2,0832,j90_b16_n2,fit,4281757,d81650dfe51dc538e77de42a422b2ac6274d4f3169967760794f1ec0a7e7db82,3
0832_q8_b16_n2,0832,q8_b16_n2,fit,4493361,eac2322fb5ffd3b07274ab58cbfe680000147d4b6c2676c8d2151bd0e5a1fd98,3
0833_j50_b16_n2,0833,j50_b16_n2,fit,3588825,988250b7364608ea2994b6828f4d153af8ffde7fe51f1d6b556023d04b1d6400,3
0833_j75_b12_n2,0833,j75_b12_n2,fit,3726627,9df767d43d0979d089145a02faf26c135eaf7cb13cf3a0861f88333ca121dea4,3
0833_j75_b16_n2,0833,j75_b16_n2,fit,3680443,666cee5084028062f3bafb5fd2d9b28c174ea90c7fc58ce59606beb1d5878743,3
0833_j75_b16_n5,0833,j75_b16_n5,fit,3979868,ee12d04614bc20b39f717b7861b504292848e690fbde732ce9faf8df8b7b8ee7,3
0833_j75_b20_n2,0833,j75_b20_n2,fit,3644458,df12f02e24a142947c274077b5bd699240afc52e16e7e9c6408e74cc565919ca,3
0833_j90_b16_n2,0833,j90_b16_n2,fit,3835700,230087b2c6f0446ae71ac9a5b65310d04c0662484ebf5721512771d78c24631e,3
0833_q8_b16_n2,0833,q8_b16_n2,fit,4086586,333ca66e6144b6b0de07e700e3520cc35b8b1704c661f20d3154b87f78037e27,3
0834_j50_b16_n2,0834,j50_b16_n2,fit,4015621,6a06ecb170a907c033b732b699c55f0678abd431bf7067f4072e1a7df9a4d805,3
0834_j75_b12_n2,0834,j75_b12_n2,fit,4142291,bfc9d025c75c60a3f8b9a86d9dff87233688a9d06388056ded4e32cdc1fe6844,3
0834_j75_b16_n2,0834,j75_b16_n2,fit,4100790,989b4947ca998f6af71469c91eb574847abb484f7531183b43a182c41308a337,3
0834_j75_b16_n5,0834,j75_b16_n5,fit,4273121,7de00c52d9b00b347204eab8748cf1ea20e31f3b1348d67baf6ff8db852a1ccd,3
0834_j75_b20_n2,0834,j75_b20_n2,fit,4068014,fdf51b985915f2e2963a19b2afbb258642797823c67a8c6153bf40e0e1cb0fe5,3
0834_j90_b16_n2,0834,j90_b16_n2,fit,4185530,b67b08538372850c6f69de43b45f05d781c37e8810a7f90ece03ea27dbe12d09,3
0834_q8_b16_n2,0834,q8_b16_n2,fit,4360452,489d8d57a99f76d628c12a9458dbce964fb274e4391e40d9646c42d056036f76,3
0835_j50_b16_n2,0835,j50_b16_n2,fit,4097938,af45d5b51d1165ebeedb6b53fb10e371f171b4f09f41f87f478e16d5bedb00d4,3
0835_j75_b12_n2,0835,j75_b12_n2,fit,4256110,e3d239c810dd1becde17b4be9ee47948fdb2c37e13fdb84d79ea6dc88455e981,3
0835_j75_b16_n2,0835,j75_b16_n2,fit,4203277,182fbeeb65913d7b1222ed3dffb333ca21d234347720ce0cf7a199244e624035,3
0835_j75_b16_n5,0835,j75_b16_n5,fit,4365770,7a4b86ac406fd01ae965c2a5f0e414fbde0c2e990f90c00277058fcea7928907,3
0835_j75_b20_n2,0835,j75_b20_n2,fit,4160251,8d2031f6a48e93d406f8c2a68c95cad58adba6deed4e3f359fdf80e4ffc5025d,3
0835_j90_b16_n2,0835,j90_b16_n2,fit,4282560,230ecfd5941c7721ae3268d8033053061b36a2968f4ebe7facda15fff068af41,3
0835_q8_b16_n2,0835,q8_b16_n2,fit,4473178,21bb9ff0c3bea4380f209eccddf11742b522480e3846f9c0e5f4c8fcf008fee3,3
0836_j50_b16_n2,0836,j50_b16_n2,fit,4060080,ecceb05955d30b84d4eefb9bfeb9cebcfe181850dbfd3f2c68a73ea80f5c7356,3
0836_j75_b12_n2,0836,j75_b12_n2,fit,4234840,2043dbd9923c5df4048a4d23d3cc85766932f6b4b8eb9f4a201c62e6de877c31,3
0836_j75_b16_n2,0836,j75_b16_n2,fit,4181015,eb6d767608665d8648575d905ce0fdfd00e5adcd8edb8476f0700ef810d37309,3
0836_j75_b16_n5,0836,j75_b16_n5,fit,4338496,dba1f96bac6185c3fa0accc642c9715cc529fe1724101a031e7282da259cb1db,3
0836_j75_b20_n2,0836,j75_b20_n2,fit,4137751,3b9b2391a2b18b6e46c9f1536fb18fbc1154a83ebc147abe420dc66edec6c991,3
0836_j90_b16_n2,0836,j90_b16_n2,fit,4273162,59519e1ca20c8bfde34b530ec230bf8a949f6c56bee2c2a7472d15053ac11647,3
0836_q8_b16_n2,0836,q8_b16_n2,fit,4410706,169e3f8479ffb7b83e2537406e76df87b1bbfb31e53955b41a52fbef74a18e59,3
0837_j50_b16_n2,0837,j50_b16_n2,fit,4192714,7ca6a113681c7b5a0a4049747009e19fd97a7884e20a569efaf8ecd8334f0397,4
0837_j75_b12_n2,0837,j75_b12_n2,fit,4272607,012612bf9463dcc3ee0d0fcd4e0c7da5cad0cbce37830db47080d1115ac462f6,4
0837_j75_b16_n2,0837,j75_b16_n2,fit,4249845,b563defb8651999fedd925b8f225ba0760dd0625eb7a9013ffffe3afc473e172,4
0837_j75_b16_n5,0837,j75_b16_n5,fit,4399271,a3020b4304d668c8ad4cf6a6ae952237cbbe63f40d618b81006ff47a018196d2,4
0837_j75_b20_n2,0837,j75_b20_n2,fit,4231060,e3d9a7673e82190c4e5c048cb954536b89b0d69f569b88fb10090da703155fad,4
0837_j90_b16_n2,0837,j90_b16_n2,fit,4329543,1b2707dd9bfde7ca0ffd1e2eee360b263e6ff9486e89a82f37e3078cbfa22a4f,4
0837_q8_b16_n2,0837,q8_b16_n2,fit,4477130,e801152bcecba6bf240421a65917c550b72c11cd6e6602f53e939d2611115298,4
0838_j50_b16_n2,0838,j50_b16_n2,fit,3948937,55720558bd84a7bac4db0b494e1d3cd6f42154693a3f749844d6d88c80193eb8,4
0838_j75_b12_n2,0838,j75_b12_n2,fit,4118127,2f47c9e2d7624eaff482e348d7a01ccd6a50ff0afe0f5b03b06c14717561ba53,4
0838_j75_b16_n2,0838,j75_b16_n2,fit,4082055,daad72c2f4f8cdba9b7be7e0c6fbed8b2b9e7975f258156788598cf5ce824e21,4
0838_j75_b16_n5,0838,j75_b16_n5,fit,4288457,43036d490709c3f4851ee2ef328c120c743f9da9f8cd0185ee8e08d0f52ee205,4
0838_j75_b20_n2,0838,j75_b20_n2,fit,4055657,8cced29d891d90de75d7cd88430477ae01aa035fe7a09a73266f6de6330e6859,4
0838_j90_b16_n2,0838,j90_b16_n2,fit,4191867,1a56bc9d56db5fc3e95c34ff680e3b1d5746b00212d2972e6dc8dafa987bcfe3,4
0838_q8_b16_n2,0838,q8_b16_n2,fit,4420688,383d349b387a5505d75ec67b6a2372353dbb57c75dfe612f510b88975fd202e8,4
0839_j50_b16_n2,0839,j50_b16_n2,fit,3997270,aeaabd58508c3036f90fd545289e870e53fc903f62eda06de3d3c18aa4c6a2a5,4
0839_j75_b12_n2,0839,j75_b12_n2,fit,4167543,19e4ab984a44e9a1c6f22d92c9d197bbee531225bc0e06b6dca91366e4b14bf2,4
0839_j75_b16_n2,0839,j75_b16_n2,fit,4131859,a2f5f1be8397fba1555a6650a6fca7ece2276cad0931545db79bf17e6673ea9a,4
0839_j75_b16_n5,0839,j75_b16_n5,fit,4299117,716cf33d4956d34abbfa8746b23efaa760b67490b0dd992e5796bc4c1ea0e69e,4
0839_j75_b20_n2,0839,j75_b20_n2,fit,4094361,5643f80959b302b1273fda4c85028f2f55fe6e2c5e303752ca961b8d503d1ffe,4
0839_j90_b16_n2,0839,j90_b16_n2,fit,4208501,af0fd06bdb7f018b06a1259317290a1d00cdae9e740131b0e33e02499df3b0a9,4
0839_q8_b16_n2,0839,q8_b16_n2,fit,4427316,fbdadda83756deab84266b348d2d0f14c783a3783f08222c5bcf96dcc26bf4d3,4
0840_j50_b16_n2,0840,j50_b16_n2,fit,4160604,28772f7564077dc3d6a24adf7570801ee09ee1e22dc5faa2654bbcada53248a3,4
0840_j75_b12_n2,0840,j75_b12_n2,fit,4300406,7bb2baac89308ea0d378c124c6584c62787246bfbe4326cf4c338ae226a66186,4
0840_j75_b16_n2,0840,j75_b16_n2,fit,4263999,5480958c086d34fe6bcd8d4f33eec9ae3312500e2beb33ca87c753b5f280014e,4
0840_j75_b16_n5,0840,j75_b16_n5,fit,4369375,d9a792700624d4eed16757f615b4f24c512cf7e9b19c9e60bc3dbe87e00b3822,4
0840_j75_b20_n2,0840,j75_b20_n2,fit,4228645,31a28ff4791e47bad05b2bbdba7fee6dca01f71f4905f03d3d759f28fb9e6280,4
0840_j90_b16_n2,0840,j90_b16_n2,fit,4324227,b3df99d8ec4da8fcdf26f8cb0876299890f58aa558e4257d5dc2b9d1812a9408,4
0840_q8_b16_n2,0840,q8_b16_n2,fit,4454547,f7a9b229bcf7d8f43946a55d081de5871df5b3c1e8f63776fc14203be39145f0,4
0841_j50_b16_n2,0841,j50_b16_n2,fit,4084011,be98e9af80f32221705c95c70a6c3a723c11b0d5a768d950a62f727e93ffb67c,4
0841_j75_b12_n2,0841,j75_b12_n2,fit,4197046,c63269ac29a713ef3a2f27af3bcbce4ab3bceb089c7e83b57942bbb8915ae3fd,4
0841_j75_b16_n2,0841,j75_b16_n2,fit,4158957,512c1ea74e3692aeb23b9a0593adfdbe336575d91dd73628260f5a27b73dc084,4
0841_j75_b16_n5,0841,j75_b16_n5,fit,4283427,30b17ae4e28f7e6c3adcaedd82283a45d24bc979a73322b73a44e1ce3dacb444,4
0841_j75_b20_n2,0841,j75_b20_n2,fit,4124262,b076f0bb09975a938c2c60da72ef6f2811b4601b03cadaab98a3bc7a260f8ab8,4
0841_j90_b16_n2,0841,j90_b16_n2,fit,4210501,a5e307732d7689f786ae00b6c191a3105d8891d10e87deb7f8ae1d74f683d34f,4
0841_q8_b16_n2,0841,q8_b16_n2,fit,4353481,4cd32d46a3e6db8f79520ded3fa1e495b064b343fad00d009a4b8d1430459bb2,4
0842_j50_b16_n2,0842,j50_b16_n2,fit,3930310,07ede3c43965a32a9d2660e37dfb0576aad8801cbccb8cae31555ed610e502bc,4
0842_j75_b12_n2,0842,j75_b12_n2,fit,4070963,dc2b7aa62cadcc93aae8f37bb8fdc6373f4688ca1b7c0d5780eb21c8c664c200,4
0842_j75_b16_n2,0842,j75_b16_n2,fit,4027710,0cb50745899a772117568bd378b70c3d9c1b12be6bc65ce26b79abddaf24a275,4
0842_j75_b16_n5,0842,j75_b16_n5,fit,4246140,493ee4b3671154e694dc250bf727857367fe2b74a54def7a65181d5a4a5a6ff6,4
0842_j75_b20_n2,0842,j75_b20_n2,fit,3992369,6a91c3bccf93f7ac4e6c7b92a04dd15c4512ddc51d0ee11af0134396f738aea9,4
0842_j90_b16_n2,0842,j90_b16_n2,fit,4141187,1dc648673c66efbfdfc7a1b07a88bf7bb6007b1759588043a9b083e13943423e,4
0842_q8_b16_n2,0842,q8_b16_n2,fit,4386993,2122f1346675a9721f40a8e7275b7efeb4870188ebda26c6033bb804ce0ed819,4
0843_j50_b16_n2,0843,j50_b16_n2,fit,4072284,f4b5b3adf8959a09640b16589e6b2ea9dbc456521ab3f380c0ca39e19179a155,4
0843_j75_b12_n2,0843,j75_b12_n2,fit,4178179,71da7360f1cff7ce5bb8ea12237d1ace849935b1b70ed90d8de395ac14c3e051,4
0843_j75_b16_n2,0843,j75_b16_n2,fit,4160094,3c0ce69a642ec9cc008f202fa95a018c51beaa80f8f5f14ac842d4141adf3dd8,4
0843_j75_b16_n5,0843,j75_b16_n5,fit,4361157,32e2ca47a375e7119b18cb3166045fc6983e54310d946d91baad2d06d1e8ffdb,4
0843_j75_b20_n2,0843,j75_b20_n2,fit,4147371,4e5dd72afd7a28069cf5ef3e1ecad497c95c5e539bfae5c6792c0b73d58a1563,4
0843_j90_b16_n2,0843,j90_b16_n2,fit,4267107,d228ca9241ad8e0cb4a9665a747680d9911760a173a73b37e2f401c99bd28c11,4
0843_q8_b16_n2,0843,q8_b16_n2,fit,4462114,488f9675108f3b36ed5ff4e2a8693ffdb1f0d7dc3cc9d3a8b65511f926a82324,4
0844_j50_b16_n2,0844,j50_b16_n2,fit,3593305,aee343462e0c4e3cc885e915fec57cd818398df46346165ce08242d226efb593,4
0844_j75_b12_n2,0844,j75_b12_n2,fit,3673644,4c5d6e1bd351692e4915a663cf399f406f2c6e93e814c26b37f3b92e436a6aee,4
0844_j75_b16_n2,0844,j75_b16_n2,fit,3664313,e361b0015f217b29e2309a3d8be2491a411b295a68d652ff7829cd81a8b48cf4,4
0844_j75_b16_n5,0844,j75_b16_n5,fit,3959770,4d28826afedbce5c25b7772dcaa2cff93929650191ababb8908910a9d44aafdc,4
0844_j75_b20_n2,0844,j75_b20_n2,fit,3660653,6b3bdc5074093902b48f45719ff775bde5e37f7af73ef4e784ff7a80bd94fd39,4
0844_j90_b16_n2,0844,j90_b16_n2,fit,3804246,51a8543daed8d34d19af509305ebf00276224615605e47bf69ea40184e529bfe,4
0844_q8_b16_n2,0844,q8_b16_n2,fit,4077729,86c23e2cfe1898ff1250456fa6497d321e3ac4114e54d9342b729b33df41d7f2,4
0845_j50_b16_n2,0845,j50_b16_n2,fit,3194244,0b8232693364df530732b9b110ca1428e416d10443b9bd4a55a1d4355f63d99d,5
0845_j75_b12_n2,0845,j75_b12_n2,fit,3403308,877171cfffde9d05361f53b96231bf54fd686bac0109841a86399d0e26c818e3,5
0845_j75_b16_n2,0845,j75_b16_n2,fit,3336642,537a40955dbb264fb4c470ab78f8a4704ab3342231fb56adb592573220b8d514,5
0845_j75_b16_n5,0845,j75_b16_n5,fit,3727861,4958889fb3f55aa8a8613cb12660822b509b662d1272a7702529b5f888e64c12,5
0845_j75_b20_n2,0845,j75_b20_n2,fit,3282157,6043af38cd839e5691f5bed09fc41a9be914f8281990a37ba1b28e2c34d442ed,5
0845_j90_b16_n2,0845,j90_b16_n2,fit,3502235,d3c1f1ba5eb578cb9f2ed32fcc6b85cc368066341a0f8d6b73b2095c52f2cb39,5
0845_q8_b16_n2,0845,q8_b16_n2,fit,3711214,86966d88b4eebac10a643d40eb11011ac977caa5291f369bba5cee4298e6a32e,5
0846_j50_b16_n2,0846,j50_b16_n2,fit,4005455,01789a3488ffb2ec19b6624b25367b81ebcdb7515d48c1b8a9192160680a7e6a,5
0846_j75_b12_n2,0846,j75_b12_n2,fit,4133771,0e99234f6409c4030f1c5e1383a32e7bba3fd6799634debdcaa66d350bb31caf,5
0846_j75_b16_n2,0846,j75_b16_n2,fit,4102742,b7dbc33912e91ded6407030b9b9452aad56834a81165c5b25d9b58406d2ebf1a,5
0846_j75_b16_n5,0846,j75_b16_n5,fit,4285116,b7a92052efb7c31461121605131fd6db98350219573960595d521c9fc04829a0,5
0846_j75_b20_n2,0846,j75_b20_n2,fit,4070142,0ca4e809d4af931868eae2b4162b3f5f0c17198560fb56ccac049c4363d854e6,5
0846_j90_b16_n2,0846,j90_b16_n2,fit,4189239,0314555ce912456360aee3540bf1f76969a90592c50c602a4e467eca50580f44,5
0846_q8_b16_n2,0846,q8_b16_n2,fit,4401942,b4b783f89afcc58b0e7f815ab7c29eacf208858a6c807ea180473366e40ffe54,5
0847_j50_b16_n2,0847,j50_b16_n2,fit,4211883,0fbc13b1543cce47b93358bc3335c46490f36c187967392ea4cbfd41fecb3510,5
0847_j75_b12_n2,0847,j75_b12_n2,fit,4326060,4d61d2c9020c021cacbd65658418c7f565a878bea5a26e39c5c81085fa13e9f7,5
0847_j75_b16_n2,0847,j75_b16_n2,fit,4290475,b5112dc5a8c7aeab05f226f3c8990a11b943cb7761ce4106ee0964fe407dcbc0,5
0847_j75_b16_n5,0847,j75_b16_n5,fit,4422216,dbcdb46e50fd74f6640b9b1c7431dfe12d38f99c720a36575cb9a961eaf2f039,5
0847_j75_b20_n2,0847,j75_b20_n2,fit,4258021,deeeaa880e56544da503b369fe4afd8c894d8a1c595a3b5427035dfb061e63ee,5
0847_j90_b16_n2,0847,j90_b16_n2,fit,4366381,524c7442d260e79f331b13a3cc9e14a30b07a89d7680a4dca44316257857e8ed,5
0847_q8_b16_n2,0847,q8_b16_n2,fit,4493838,5f9498a0f39b585b2c31db9c02247849fed2617660ab438ee02a4b0997b84506,5
0848_j50_b16_n2,0848,j50_b16_n2,fit,4176011,c418524d7ebfac2d57d25e4eb3f116e9ce1bd89d6a1f156a4088d7dde387ea2f,5
0848_j75_b12_n2,0848,j75_b12_n2,fit,4288944,7fac276a44926113fa4a44614d9c25be020e3e72bf29c07a424ff081a60f18df,5
0848_j75_b16_n2,0848,j75_b16_n2,fit,4249305,826ae66b9d9f98e9a9765bc5f38b490e01c0b2ee68af93eaa3bd24a80aea5bb2,5
0848_j75_b16_n5,0848,j75_b16_n5,fit,4401023,74253ff1be16912eb5a1d2e64cb1684600fb4951fcbddd2e092a554385a5cff6,5
0848_j75_b20_n2,0848,j75_b20_n2,fit,4218324,d2c50805d15a248257e666d6a3a5d64c4d7c7c71c1e80d51895e73192b399c60,5
0848_j90_b16_n2,0848,j90_b16_n2,fit,4324551,5937037afae9b3dacf6c7b98e9907bedea96cb126388d06f4756f936aff298d0,5
0848_q8_b16_n2,0848,q8_b16_n2,fit,4496526,2030db0bbaf83ccb8ca74466691d87f97a728bc30d789fe872b22b42a91ca7e3,5
0849_j50_b16_n2,0849,j50_b16_n2,fit,4360409,46509cfd6543981483b3d5245fad7b3e1b712288d3fa27d06f761ab62ee268cd,5
0849_j75_b12_n2,0849,j75_b12_n2,fit,4413451,092c22b419957176d20f25b275998ab5a5b17b03eacb62c8d18d1a7588154837,5
0849_j75_b16_n2,0849,j75_b16_n2,fit,4396726,e2cff2d170200b42dcc3c2eacc337a4c7fe9f217ed37245adc86bde7d00998f5,5
0849_j75_b16_n5,0849,j75_b16_n5,fit,4466786,16e7b413a2a0537d9b186e313b6fdd0f6aea819aaff3ded62776d53ddba3760f,5
0849_j75_b20_n2,0849,j75_b20_n2,fit,4380308,820fe885a7aa8105e2939f0229f96ad1cc9e9620535232ef3de16815dd397c5c,5
0849_j90_b16_n2,0849,j90_b16_n2,fit,4417867,d383308227864e9979f9fe28787df40dc5564a3cb52bf8c6dfaa02928befc032,5
0849_q8_b16_n2,0849,q8_b16_n2,fit,4512920,28cef2b1070a40fb7bdc8eb760e165083e08caa61d4f86818c510727a42cf4d9,5
0850_j50_b16_n2,0850,j50_b16_n2,fit,4064352,d47f6f867ca1df2897cb8202e888e1ee1aaa83cb471c06c64bd788b901af0e92,5
0850_j75_b12_n2,0850,j75_b12_n2,fit,4171090,6c288fed8b9240a98063e5420cec16dee058fbdf3f1f49bfd3252370e34c7f87,5
0850_j75_b16_n2,0850,j75_b16_n2,fit,4142101,ab3af4839b3b722863a03ee6f885e0e1cb13bc37b08abe141681841b55954096,5
0850_j75_b16_n5,0850,j75_b16_n5,fit,4329953,4b8686b1c65ea89d33d8b6cf47d2f67dcfbbb13f0f6158a152919dd310be0e32,5
0850_j75_b20_n2,0850,j75_b20_n2,fit,4117637,abfb71c4c2ed0d1a3fb047ef6a15ec485b248520468353cad3dec6109626594e,5
0850_j90_b16_n2,0850,j90_b16_n2,fit,4227879,d986a49b2cf39c06f94c9da072431d1d0de7079b37273b1df84423561073a10d,5
0850_q8_b16_n2,0850,q8_b16_n2,fit,4435403,5b971916a6b4a4e214ec7c44f2b20d0ccc8454c419107ab83468a5d4fd29737f,5
0851_j50_b16_n2,0851,j50_b16_n2,fit,4257366,ddf18506e4f8eeecaa1beae79ecdb0ac805037b50cc9d1dd58cd7d079a1b6598,5
0851_j75_b12_n2,0851,j75_b12_n2,fit,4347254,8fc5cc1668444c3ff332a78253a3bb9aabc0ec6d92926535ca2c3aed96da818c,5
0851_j75_b16_n2,0851,j75_b16_n2,fit,4322881,8a8c26da64345620b49d87f7e37cf1d0ebc6b1a703d6ee1977dee41a366f1274,5
0851_j75_b16_n5,0851,j75_b16_n5,fit,4432386,fca22a50092500de05325383749d7b19218c000c556553f87492999c4f5ce480,5
0851_j75_b20_n2,0851,j75_b20_n2,fit,4299690,3ecdfdc61b73318b6de59d19ea8438a498e2623df9b5dac780136ba193f1683c,5
0851_j90_b16_n2,0851,j90_b16_n2,fit,4382465,7ea885154b4993fe707d02eefdffe20f5c5bbba7faec7e5bdd22237d66f0baaa,5
0851_q8_b16_n2,0851,q8_b16_n2,fit,4512832,7bafccc059ab1d243eec2febe671ed28dfd3f28edafb6c9c7bb6b40d71b48721,5
0852_j50_b16_n2,0852,j50_b16_n2,fit,4094400,0704462d09ab6dd86a9ed9042e8c70aad81d72a6dd7b2d8ff9d0ff711d9287df,5
0852_j75_b12_n2,0852,j75_b12_n2,fit,4185235,4afa84b1d1ffb3f77c39306ad81c934207fceaae135f9368c11daab8bd9eedd3,5
0852_j75_b16_n2,0852,j75_b16_n2,fit,4155362,9c4ec80b2e0206e92fd23b969503c5d05928f423eeb01379eeb8b76bde07f3ad,5
0852_j75_b16_n5,0852,j75_b16_n5,fit,4272426,b2a0ef0d9a302d4e5e84ce42e1d8f125178def382df80f1cabecfa7fe6c2455f,5
0852_j75_b20_n2,0852,j75_b20_n2,fit,4133223,6ec6fb84800e06da4b724512a7dd66d017abce89fbdb41b0dcdab23e1a9435a7,5
0852_j90_b16_n2,0852,j90_b16_n2,fit,4236358,761eb85e2c8bd8bfa18101769e6d96ecdc23081fa7c6d638a39628554cb946f9,5
0852_q8_b16_n2,0852,q8_b16_n2,fit,4387623,9ee4a83ecc615d016ab89090febc0ac7392a8bf0f28067f7af072b8c64aaeaeb,5
0853_j50_b16_n2,0853,j50_b16_n2,fit,4152903,dc5439a2364102e0b2613c7f94c4ffc144a6f13b1e50a9eeaa1e39e33159106d,6
0853_j75_b12_n2,0853,j75_b12_n2,fit,4230551,cd3c2f26a5a556f73cefeaf72475b8042afc22fa825be70159cd7f318ecaaaad,6
0853_j75_b16_n2,0853,j75_b16_n2,fit,4204035,66fc2bcf0c6c36be0be0161540db53c78566becf1b44f65e4c24c937f05b8fdb,6
0853_j75_b16_n5,0853,j75_b16_n5,fit,4342242,3dc60bbbf820f4710f68a6eb34852cea2b9c583c463c99bcd0bccf3a1beedb3e,6
0853_j75_b20_n2,0853,j75_b20_n2,fit,4183347,21b8186a330207edfe172411e1d1423b2075ddc01c7aaa161f87b5a9c1ebdf83,6
0853_j90_b16_n2,0853,j90_b16_n2,fit,4281359,bdd61c030e3996a943dde06985db83f8d5fd150f2ce822bbd00500bc2875822e,6
0853_q8_b16_n2,0853,q8_b16_n2,fit,4380842,23886a78ec44b832e9dc142b34f1b5e6abe84455e03018ddb4e977adf8d8ac95,6
0854_j50_b16_n2,0854,j50_b16_n2,fit,4160830,ddbed40ce182872933036281c489ea9eadd3c1bddc923e54b459440218a9284c,6
0854_j75_b12_n2,0854,j75_b12_n2,fit,4276771,76900d40eb9585d0ddc62f081d82bbcf4623d8f05c564022c663bae82be6a97b,6
0854_j75_b16_n2,0854,j75_b16_n2,fit,4235402,a33ee36532bf7d77db38a83cb19797107361c800b8c21cb28ba93704fd28d96e,6
0854_j75_b16_n5,0854,j75_b16_n5,fit,4332082,42c67308bb2c70d41c64f43794490f586c896433670d39fda5dfab830af5cc62,6
0854_j75_b20_n2,0854,j75_b20_n2,fit,4197198,f986633cec818734c25a72af3fce558973f78f8cd397e9a5549059228d636ba4,6
0854_j90_b16_n2,0854,j90_b16_n2,fit,4270162,edf691aa6b125824b14a2b27565556318d408d922fdbc274fe2cf58adf74ced9,6
0854_q8_b16_n2,0854,q8_b16_n2,fit,4395937,a3ac76ae2bfde82af4581bba73deb1238c05107a9a4584a221181a76f6d7238d,6
0855_j50_b16_n2,0855,j50_b16_n2,fit,3917375,cdc86300bbc1436878c063ee23f7ee377c68a7b741ae0b872390e3eee41c4a8c,6
0855_j75_b12_n2,0855,j75_b12_n2,fit,4096828,0a8de676d6d09c83ec2d55069afbf6adc1918b39d113268c5d9f6018f8aa5cef,6
0855_j75_b16_n2,0855,j75_b16_n2,fit,4040298,23e11db22f39952c0c84d8169c37ee1fdc11aa39734f5d2db7aa0c2dd9ae441e,6
0855_j75_b16_n5,0855,j75_b16_n5,fit,4260906,6c030e9a545bc65fb39667d9a44a657b2b1a6006d6ee569e23874ec8f94484f6,6
0855_j75_b20_n2,0855,j75_b20_n2,fit,4000439,a7a83e93114e81bc9d0a36ebc6d17e54b43e2389cf8c0fffcb467003b713d903,6
0855_j90_b16_n2,0855,j90_b16_n2,fit,4152576,1f0d26c5a50b348553c1de881739318262db03342cb828ffbb0d374c73182a2c,6
0855_q8_b16_n2,0855,q8_b16_n2,fit,4401146,8f48a3b05d5ec0ed7846718ac8f5ce0d97417fddfa4f389355e94be7d39b582f,6
0856_j50_b16_n2,0856,j50_b16_n2,fit,4270480,728c462f0d1da957191f3acf74bfc769beeca587928040b4aa61b8631f0e08c9,6
0856_j75_b12_n2,0856,j75_b12_n2,fit,4348766,5b5047a2d95eefa364d42c9ace2605b752d0da9e28a1ef072e63fe6e0509b3aa,6
0856_j75_b16_n2,0856,j75_b16_n2,fit,4302374,6d18549d1aca1fd9d1d5f2dfd9014e2cee159c14747a895ae4c3156b79ef407f,6
0856_j75_b16_n5,0856,j75_b16_n5,fit,4337555,64e72c2c07a3c114110aab2e6c350b85c16e3021344fec90dedae19856c897b8,6
0856_j75_b20_n2,0856,j75_b20_n2,fit,4261916,ebfd00e52cf12ae8ea8f7e60c98f9807d234cc15801ddf9c5fab33f8d11fdfa6,6
0856_j90_b16_n2,0856,j90_b16_n2,fit,4312802,33b623b4ead4b835fa593e51b26aa73be03611732fd1962a8eaf6b044e5ce176,6
0856_q8_b16_n2,0856,q8_b16_n2,fit,4359144,629b64278d9ff143482cd4649e033b89e7234ae9ddaa24e71521ba6276e6ae37,6
0857_j50_b16_n2,0857,j50_b16_n2,early_stop,3825371,e1b4c30826fe2646323a0673e8e01123c5f92ec86ac5b83b6ba39a3b6e52b2d3,6
0857_j75_b12_n2,0857,j75_b12_n2,early_stop,3961978,27c5e34bd8047750391a9762dff66574e488c53b71276f0ed7ce93d09f8efe1b,6
